SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
2_206,2_206_u,A tshirt that says - I don't belong here.,0:04,CHANDLER,FRIENDS,1,PRO,Ridicule,Neutral,3,8
2_208,2_208_c_00,"It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies.",0:07,JOEY,FRIENDS,,,,,,
2_208,2_208_u,It's that whole sensitive thing.,0:01,JOEY,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_209,2_209_c_00,"He doesn't need to be sarcastic. I mean, that was sarcasm wasn't it?",0:04,SCOTT,SARCASMOHOLICS,,,,,,
2_209,2_209_u,Really?,0:01,MEMBER-GIRL,SARCASMOHOLICS,1,ILL,Ridicule,Surprise,4,7
2_210,2_210_c_00,"Well, the biggest news is still you dumping Barry at the altar!",0:03,PERSON,FRIENDS,,,,,,
2_210,2_210_c_01,Alright. Let's talk reality for a second.,0:06,PERSON,FRIENDS,,,,,,
2_210,2_210_c_02,Okay.,0:07,RACHEL,FRIENDS,,,,,,
2_210,2_210_u,When are you coming home?,0:02,PERSON,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_213,2_213_c_00,You owe me 20 bucks.,0:01,MONICA,FRIENDS,,,,,,
2_213,2_213_c_01,Thank you. Thank you so much!,0:04,RACHEL,FRIENDS,,,,,,
2_213,2_213_c_02,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",0:13,MONICA,FRIENDS,,,,,,
2_213,2_213_u,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",0:02,RACHEL,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_217,2_217_c_00,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",0:1,ROSS,FRIENDS,,,,,,
2_217,2_217_c_01,OK.,0:11,RACHEL,FRIENDS,,,,,,
2_217,2_217_c_02,"OK. Here goes. For a while now, I've been wanting to, um....",0:21,ROSS,FRIENDS,,,,,,
2_217,2_217_u,Ohhh!!!!,0:01,RACHEL,FRIENDS,0,NONE,Excitement,Excitement,7,7
2_218,2_218_c_00,Have you seen Joey?,0:01,CHANDLER,FRIENDS,,,,,,
2_218,2_218_c_01,What's the matter?,0:02,MONICA,FRIENDS,,,,,,
2_218,2_218_c_02,"Oh, just this!  Y'know what it's my fault really, because the couch is usually where we keep the varnish",0:18,CHANDLER,FRIENDS,,,,,,
2_218,2_218_u,"Hey, does somebody wanna hand me one of those tiles.",0:02,JOEY,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_221,2_221_c_00,Whoa!,0:1,JOEY,FRIENDS,,,,,,
2_221,2_221_u,See Joe that's why your parents told you not to jump on your bed!,0:09,CHANDLER,FRIENDS,0,NONE,Frustration,Frustration,3,7
2_222,2_222_c_00,How would I know if they fog up?,0:02,ROSE,GOLDENGIRLS,,,,,,
2_222,2_222_u,"The little man who lives in there, who turns the light on and off will tell you.",0:04,DOROTHY,GOLDENGIRLS,1,ILL,Frustration,Neutral,4,7
2_223,2_223_c_00,Hey who is this Casey?,0:02,ROSS,FRIENDS,,,,,,
2_223,2_223_c_01,Oh some guy she met in the movies,0:04,PHOEBE,FRIENDS,,,,,,
2_223,2_223_c_02,Oh really? What does he want with her?,0:06,ROSS,FRIENDS,,,,,,
2_223,2_223_u,"I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",0:11,CHANDLER,FRIENDS,1,PRO,Ridicule,Sadness,3,8
2_225,2_225_c_00,"Really, I, no, I think girls night out is a great idea. Okay, okay, bye",0:05,ROSS,FRIENDS,,,,,,
2_225,2_225_c_01,So what are they doing?,0:07,PHOEBE,FRIENDS,,,,,,
2_225,2_225_u,"I don't know, something girlie.",0:02,ROSS,FRIENDS,0,NONE,Happiness,Happiness,7,7
2_226,2_226_c_00,Could guys please try to keep It down? We are trying to start a tournament.,0:05,MONICA,FRIENDS,,,,,,
2_226,2_226_u,"These people find out that a spelling game is going over there, there will be nobody left at our party.",0:09,CHANDLER,FRIENDS,1,ILL,Ridicule,Sadness,3,8
2_227,2_227_c_00,"Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.",0:09,CHANDLER,FRIENDS,,,,,,
2_227,2_227_u,You sure he is going to be able to crack that code?,0:04,CHANDLER,FRIENDS,1,ILL,Frustration,Neutral,3,7
2_228,2_228_c_00,"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",0:04,RACHEL,FRIENDS,,,,,,
2_228,2_228_c_01,Oh yeah! We went to the Knicks game. Ohh that's nice.,0:07,PERSON,FRIENDS,,,,,,
2_228,2_228_u,Then we went to this bar and he hooked us up with all these women!,0:03,PERSON,FRIENDS,0,NONE,Happiness,Happiness,6,7
2_230,2_230_c_00,"Okay, Mr. Heckles, we'll try to keep it down.",0:01,MONICA,FRIENDS,,,,,,
2_230,2_230_c_01,Thank you. I'm going to rejoin my dinner party.,0:05,PERSON,FRIENDS,,,,,,
2_230,2_230_c_02,"All right, bye-bye.",0:12,RACHEL,FRIENDS,,,,,,
2_230,2_230_u,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",0:04,CHANDLER,FRIENDS,0,NONE,Anger,Anger,3,7
2_231,2_231_c_00,Aren't you with that girl over there?,0:01,PERSON,FRIENDS,,,,,,
2_231,2_231_c_01,"Well, yeah, kinda. Um, but that's okay, see we have an understanding, um, see we each have this list of five famous people, so I'm allowed to sleep with you.",0:11,ROSS,FRIENDS,,,,,,
2_231,2_231_u,"No, no, no, it's flattery.",0:01,ROSS,FRIENDS,0,NONE,Happiness,Happiness,6,6
2_232,2_232_c_00,"Oh, I'll go out and get you some.",0:01,CHANDLER,FRIENDS,,,,,,
2_232,2_232_c_01,Really?!,0:02,MONICA,FRIENDS,,,,,,
2_232,2_232_c_02,"Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?",0:05,CHANDLER,FRIENDS,,,,,,
2_232,2_232_u,"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",0:03,PHOEBE,FRIENDS,0,NONE,Sadness,Sadness,4,6
2_234,2_234_c_00,"So, um, will you bring the truck?",0:02,MONICA,FRIENDS,,,,,,
2_234,2_234_c_01,I'll even let you ring the bell.,0:03,PERSON,FRIENDS,,,,,,
2_234,2_234_c_02,"Oh, my god.",0:06,RACHEL,FRIENDS,,,,,,
2_234,2_234_u,"See, there you go, the cleansing works!",0:02,PHOEBE,FRIENDS,0,NONE,Happiness,Happiness,7,7
2_235,2_235_c_00,Helo! Anybody in there order a celebrity?,0:05,JOEY,FRIENDS,,,,,,
2_235,2_235_c_01,What was that?,0:1,PERSON,FRIENDS,,,,,,
2_235,2_235_c_02,Oh he is just a crazy guy who roams the halls here. He is great with kids though!,0:16,CHANDLER,FRIENDS,,,,,,
2_235,2_235_c_03,Is he alright out there by himself?,0:19,PERSON,FRIENDS,,,,,,
2_235,2_235_u,You can't make this stuff up!,0:02,CHANDLER,FRIENDS,0,NONE,Happiness,Happiness,6,7
2_236,2_236_c_00,"You can't go away this weekend, its Emma's birthday, we are having a party.",0:03,RACHEL,FRIENDS,,,,,,
2_236,2_236_c_01,Well can't you just have the party when we get back?,0:05,MONICA,FRIENDS,,,,,,
2_236,2_236_c_02,"No, it won't be her real birthday.",0:09,RACHEL,FRIENDS,,,,,,
2_236,2_236_u,"Gee, if only she were one and had no idea what a birthday was.",0:06,CHANDLER,FRIENDS,1,PRO,Disgust,Sadness,3,8
2_24,2_24_c_00,"Dee, the sarcastic sister from What's Happening!!",0:01,CHANDLER,FRIENDS,,,,,,
2_24,2_24_c_01,"Guys, guess what guess what guess what.",0:03,RACHEL,FRIENDS,,,,,,
2_24,2_24_u,"Uh, okay. The fifth dentist caved and now they're all recommending Trident?",0:04,CHANDLER,FRIENDS,1,EMB,Ridicule,Neutral,4,7
2_240,2_240_c_00,"Oh, unbelievable! We had the best time!",0:01,JOEY,FRIENDS,,,,,,
2_240,2_240_c_01,"Yay!! Oh so, you're not, you're not mad at us anymore?",0:04,PHOEBE,FRIENDS,,,,,,
2_240,2_240_c_02,No!,0:07,JOEY,FRIENDS,,,,,,
2_240,2_240_u,No!,0:01,JOEY,FRIENDS,0,NONE,Happiness,Happiness,6,6
2_241,2_241_c_00,"Damn, tail pipe's not hot enough to light this.",0:06,CHANDLER,FRIENDS,,,,,,
2_241,2_241_c_01,"Relax ok? I can get this open, anybody got a coat hangar?",0:11,JOEY,FRIENDS,,,,,,
2_241,2_241_u,"Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",0:06,CHANDLER,FRIENDS,1,PRO,Disgust,Happiness,4,8
2_242,2_242_c_00,Okay?,0:01,ROSS,FRIENDS,,,,,,
2_242,2_242_c_01,"Hi Emma, it's the year 2020.",0:03,CHANDLER,FRIENDS,,,,,,
2_242,2_242_u,Are you still enjoying your nap?,0:04,CHANDLER,FRIENDS,1,ILL,Ridicule,Neutral,3,8
2_243,2_243_c_00,"Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone.",0:06,CHANDLER,FRIENDS,,,,,,
2_243,2_243_c_01,Hello.,0:09,JOEY,FRIENDS,,,,,,
2_243,2_243_u,"Look I never should have kissed your girlfriend, but I'm",0:03,CHANDLER,FRIENDS,0,NONE,Sadness,Sadness,3,6
2_245,2_245_c_00,"Ooh, nice.",0:01,MONICA,FRIENDS,,,,,,
2_245,2_245_c_01,"So ah, there was this thing I wanted to talk to you about.",0:05,PERSON,FRIENDS,,,,,,
2_245,2_245_c_02,"Oh, right! I completely forgot about that.",0:09,MONICA,FRIENDS,,,,,,
2_245,2_245_u,"Well ah, I've been doing a lot of thinking, and I look at my life",0:06,PERSON,FRIENDS,0,NONE,Sadness,Sadness,4,6
2_246,2_246_c_00,"Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go!",0:06,JOEY,FRIENDS,,,,,,
2_246,2_246_c_01,"Hell I have never been good to go, so, what the hell why not try some jewellery huh?",0:12,CHANDLER,FRIENDS,,,,,,
2_246,2_246_c_02,Oh man! You are so wearing that bracelet!,0:2,JOEY,FRIENDS,,,,,,
2_246,2_246_c_03,I so am,0:23,CHANDLER,FRIENDS,,,,,,
2_246,2_246_c_04,You have any idea what this will do to your sex life?,0:26,JOEY,FRIENDS,,,,,,
2_246,2_246_u,"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",0:05,CHANDLER,FRIENDS,1,PRO,Ridicule,Excitement,3,7
2_247,2_247_c_00,We're not gonna do that.,0:01,RACHEL,FRIENDS,,,,,,
2_247,2_247_c_01,"Well, if you like you can feel Rachel's and then feel mine to compare.",0:04,PERSON1,FRIENDS,,,,,,
2_247,2_247_c_02,Am I interrupting?,0:06,PERSON2,FRIENDS,,,,,,
2_247,2_247_u,Uh yes! Thank you.,0:01,ROSS,FRIENDS,1,PRO,Anger,Happiness,3,8
2_248,2_248_c_00,"Umm, listen there's something I think you should know.",0:02,MONICA,FRIENDS,,,,,,
2_248,2_248_c_01,"Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.",0:12,CHANDLER,FRIENDS,,,,,,
2_248,2_248_u,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",0:03,CHANDLER,FRIENDS,1,PRO,Anger,Happiness,3,8
2_250,2_250_c_00,David who?,0:01,MONICA,FRIENDS,,,,,,
2_250,2_250_c_01,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",0:06,PHOEBE,FRIENDS,,,,,,
2_250,2_250_c_02,Oh my God!,0:09,CHANDLER,FRIENDS,,,,,,
2_250,2_250_u,"Oh, you say someone's name enough, they turn around.",0:02,PHOEBE,FRIENDS,1,PRO,Disgust,Neutral,4,7
2_251,2_251_c_00,Oh you've got to be kidding me.,0:02,CHANDLER,FRIENDS,,,,,,
2_251,2_251_c_01,What?,0:03,MONICA,FRIENDS,,,,,,
2_251,2_251_c_02,"As a wedding gift to you, the hotel would like to give you the honeymoon suite.",0:07,PERSON,FRIENDS,,,,,,
2_251,2_251_u,No!! You have been screwing us all day!,0:03,MONICA,FRIENDS,0,NONE,Anger,Anger,3,7
2_253,2_253_c_00,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",0:07,MONICA,FRIENDS,,,,,,
2_253,2_253_c_01,"No-no, let me in!",0:08,PHOEBE,FRIENDS,,,,,,
2_253,2_253_u,Yeah!,0:01,PHOEBE,FRIENDS,0,NONE,Happiness,Happiness,6,6
2_254,2_254_c_00,Yeah.,0:01,PHOEBE,FRIENDS,,,,,,
2_254,2_254_c_01,"I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.",0:07,RACHEL,FRIENDS,,,,,,
2_254,2_254_u,"Yeah. Yeah, that's what you need a good .. pill.",0:02,PHOEBE,FRIENDS,1,PRO,Disgust,Neutral,4,7
2_255,2_255_c_00,What kind of a movie is this Dorothy?,0:03,ROSE,GOLDENGIRLS,,,,,,
2_255,2_255_u,It's a musical Rose,0:02,DOROTHY,GOLDENGIRLS,1,ILL,Frustration,Neutral,3,6
2_257,2_257_c_00,"Okay, let me just get a cup of coffee.",0:01,RACHEL,FRIENDS,,,,,,
2_257,2_257_c_01,"Oh Rachel, I know the best coffee house and it's sooo close.",0:02,MONICA,FRIENDS,,,,,,
2_257,2_257_c_02,Closer than here?,0:04,RACHEL,FRIENDS,,,,,,
2_257,2_257_u,"Oh, hey, look, I found coffee! Okay, let's skedaddle.",0:03,PHOEBE,FRIENDS,0,NONE,Happiness,Happiness,7,7
2_258,2_258_c_00,Hey,0:01,CHANDLER,FRIENDS,,,,,,
2_258,2_258_c_01,So how was Joan?,0:03,MONICA,FRIENDS,,,,,,
2_258,2_258_c_02,Broke up with her,0:04,CHANDLER,FRIENDS,,,,,,
2_258,2_258_c_03,Why,0:06,MONICA,FRIENDS,,,,,,
2_258,2_258_c_04,"Don't tell me, because of the big nostril thing?",0:08,ROSS,FRIENDS,,,,,,
2_258,2_258_u,"I am telling you, when she leaned back, I could see her brain",0:13,CHANDLER,FRIENDS,1,PRO,Frustration,Neutral,2,9
2_259,2_259_c_00,Your mom called me. So is this her?,0:04,PERSON2,FRIENDS,,,,,,
2_259,2_259_c_01,"No, this is a loaner.",0:07,PERSON1,FRIENDS,,,,,,
2_259,2_259_c_02,I'm sorry you had to do this by yourself.,0:09,PERSON2,FRIENDS,,,,,,
2_259,2_259_u,"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?",0:09,PERSON1,FRIENDS,0,NONE,Excitement,Excitement,7,7
2_260,2_260_c_00,Chandler. I sensed it was you.,0:04,ROSS,FRIENDS,,,,,,
2_260,2_260_c_01,What?!,0:06,CHANDLER,FRIENDS,,,,,,
2_260,2_260_c_02,Unagi. I'm always aware.,0:11,ROSS,FRIENDS,,,,,,
2_260,2_260_u,"Okay, are you aware unagi  is an eel?",0:02,CHANDLER,FRIENDS,1,ILL,Anger,Neutral,4,7
2_261,2_261_c_00,"I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?",0:06,CHANDLER,FRIENDS,,,,,,
2_261,2_261_c_01,Why won't I be married when I'm 40?,0:08,MONICA,FRIENDS,,,,,,
2_261,2_261_u,"Oh, no, no. I just meant hypothetically.",0:02,CHANDLER,FRIENDS,0,NONE,Sadness,Sadness,4,6
2_263,2_263_c_00,You guys make a,0:02,PHOEBE,FRIENDS,,,,,,
2_263,2_263_c_01,"Yeah, we look great together.",0:03,JOEY,FRIENDS,,,,,,
2_263,2_263_c_02,we really do,0:06,MONICA,FRIENDS,,,,,,
2_263,2_263_c_03,Okay.,0:07,CHANDLER,FRIENDS,,,,,,
2_263,2_263_u,Wow! Imagine what our kids would look like!,0:02,MONICA,FRIENDS,0,NONE,Happiness,Happiness,6,6
2_264,2_264_c_00,"Listen, I'm sorry about that whole thing with Roger. It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy. Now, this is just a loan.",0:14,PHOEBE,FRIENDS,,,,,,
2_264,2_264_u,Okay?,0:01,PHOEBE,FRIENDS,0,NONE,Fear,Fear,4,5
2_267,2_267_c_00,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.",0:06,RACHEL,FRIENDS,,,,,,
2_267,2_267_c_01,Pa-haa!! I would love to go with you.,0:08,ROSS,FRIENDS,,,,,,
2_267,2_267_u,Really!?,0:01,RACHEL,FRIENDS,0,NONE,Surprise,Surprise,7,7
2_268,2_268_c_00,It was summer. And it was hot. Rachel was there.,0:15,CHANDLER,FRIENDS,,,,,,
2_268,2_268_u,"A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.",0:12,CHANDLER,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_27,2_27_c_00,"Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone.",0:07,MONICA,FRIENDS,,,,,,
2_27,2_27_u,"No no, you don't have to fly back, really.",0:03,MONICA,FRIENDS,0,NONE,Fear,Fear,3,7
2_270,2_270_c_00,Where'd you get fruit at four in the morning?,0:04,ROSS,FRIENDS,,,,,,
2_270,2_270_c_01,Went down to the docks. Bet ya didn't know you could get it wholesale.,0:07,MONICA,FRIENDS,,,,,,
2_270,2_270_c_02,I didn't know there were docks.,0:11,RACHEL,FRIENDS,,,,,,
2_270,2_270_u,Hey.,0:01,JOEY,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_271,2_271_c_00,"Sorry, was that sarcasm?",0:03,SCOTT,SARCASMOHOLICS,,,,,,
2_271,2_271_u,Sarcasm? Noo.,0:04,MODERATOR,SARCASMOHOLICS,1,ILL,Ridicule,Surprise,4,6
2_272,2_272_c_00,Come on!,0:02,PERSON,FRIENDS,,,,,,
2_272,2_272_u,Weā€™re not peeking?,0:02,JOEY,FRIENDS,0,NONE,Sadness,Sadness,4,6
2_278,2_278_c_00,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",0:03,JOEY,FRIENDS,,,,,,
2_278,2_278_c_01,"Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",0:11,PERSON,FRIENDS,,,,,,
2_278,2_278_c_02,"Oh well, okay, good luck.",0:15,JOEY,FRIENDS,,,,,,
2_278,2_278_u,: Yeah.,0:01,PERSON,FRIENDS,0,NONE,Happiness,Happiness,6,5
2_279,2_279_c_00,How was your date with Ginger.,0:03,MONICA,FRIENDS,,,,,,
2_279,2_279_c_01,"Great. It was great. She is , uh, she is great, great looking, great personality, she is greatness",0:11,CHANDLER,FRIENDS,,,,,,
2_279,2_279_u,Sounds like she has got the whole package!,0:07,MONICA,FRIENDS,1,ILL,Ridicule,Excitement,4,6
2_28,2_28_c_00,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows…",0:03,RACHEL,FRIENDS,,,,,,
2_28,2_28_c_01,"Wha, heh, how could you know, I don't even know!",0:05,ROSS,FRIENDS,,,,,,
2_28,2_28_u,"Carol called me to thank me for the lasagna, I asked, she told me.",0:03,MONICA,FRIENDS,0,NONE,Happiness,Happiness,6,6
2_280,2_280_c_00,"How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too.",0:07,CHANDLER,FRIENDS,,,,,,
2_280,2_280_c_01,"Okay, I think its time to change somebody's nicotine patch.",0:17,ROSS,FRIENDS,,,,,,
2_280,2_280_u,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",0:08,CHANDLER,FRIENDS,1,EMB,Frustration,Happiness,3,8
2_281,2_281_c_00,"Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.",0:05,DOROTHY,GOLDENGIRLS,,,,,,
2_281,2_281_c_01,Are you referring to me?,0:08,SOPHIA,GOLDENGIRLS,,,,,,
2_281,2_281_u,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.",0:04,DOROTHY,GOLDENGIRLS,1,ILL,Frustration,Happiness,4,6
2_282,2_282_c_00,"Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",0:1,ROSS,FRIENDS,,,,,,
2_282,2_282_u,What-wh-what so we'll just stay married forever?,0:02,RACHEL,FRIENDS,1,ILL,Frustration,Surprise,3,7
2_283,2_283_c_00,Could you want her more?,0:01,CHANDLER,FRIENDS,,,,,,
2_283,2_283_c_01,Who?,0:04,ROSS,FRIENDS,,,,,,
2_283,2_283_u,Dee. The sarcastic sister from What's Happening.,0:03,CHANDLER,FRIENDS,1,PRO,Frustration,Neutral,3,7
2_284,2_284_c_00,"I do! Want a hint? huh? ""I do""  ""I do"".",0:03,CHANDLER,FRIENDS,,,,,,
2_284,2_284_c_01,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",0:07,MONICA,FRIENDS,,,,,,
2_284,2_284_c_02,David is going to propose to Phoebe.,0:09,CHANDLER,FRIENDS,,,,,,
2_284,2_284_u,What?  Why?,0:02,MONICA,FRIENDS,0,NONE,Surprise,Surprise,7,7
2_286,2_286_c_00,"And sometimes I may be away longer, like this. But I'll still always come back, like this.",0:17,ROSS,FRIENDS,,,,,,
2_286,2_286_u,"And sometimes I would want you to steal third, and I'll go like this.",0:1,CHANDLER,FRIENDS,1,ILL,Ridicule,Neutral,3,6
2_287,2_287_c_00,Oh wait stop! Stop! Stop!,0:02,MONICA,FRIENDS,,,,,,
2_287,2_287_u,"Oh I am sorry, do you need a break?",0:03,CHANDLER,FRIENDS,1,ILL,Anger,Sadness,3,5
2_288,2_288_c_00,"Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.",0:1,ROSS,FRIENDS,,,,,,
2_288,2_288_u,Maybe he was nervous.,0:03,CHANDLER,FRIENDS,1,ILL,Ridicule,Neutral,3,8
2_289,2_289_c_00,Do you know what just happened?,0:01,CHANDLER,FRIENDS,,,,,,
2_289,2_289_c_01,Yeah. We-we had sex and then we fell asleep.,0:05,MONICA,FRIENDS,,,,,,
2_289,2_289_c_02,No. We were in the middle of sex .. and,0:09,CHANDLER,FRIENDS,,,,,,
2_289,2_289_u,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",0:1,MONICA,FRIENDS,1,ILL,Ridicule,Excitement,3,7
2_29,2_29_c_00,"Oh, that's Ross's.",0:01,CHANDLER,FRIENDS,,,,,,
2_29,2_29_c_01,Oh...  Oh my God. He remembered.,0:05,RACHEL,FRIENDS,,,,,,
2_29,2_29_c_02,Remembered what?,0:06,PHOEBE,FRIENDS,,,,,,
2_29,2_29_u,It was like months ago.,0:01,RACHEL,FRIENDS,0,NONE,Happiness,Happiness,6,5
2_291,2_291_c_00,"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",0:03,PHOEBE,FRIENDS,,,,,,
2_291,2_291_c_01,"Oh my God! Of course, of course.",0:05,ROSS,FRIENDS,,,,,,
2_291,2_291_u,"Umm, would you please excuse me for a moment?",0:02,ROSS,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_292,2_292_c_00,"Its Miami in June, only cats are wearing fur!",0:05,DOROTHY,GOLDENGIRLS,,,,,,
2_292,2_292_c_01,You going out?,0:07,ROSE,GOLDENGIRLS,,,,,,
2_292,2_292_u,"No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.",0:04,DOROTHY,GOLDENGIRLS,1,ILL,Frustration,Neutral,4,8
2_293,2_293_c_00,"No, no!",0:01,PHOEBE,FRIENDS,,,,,,
2_293,2_293_c_01,Give it to me!,0:02,MONICA,FRIENDS,,,,,,
2_293,2_293_c_02,You can't have it.,0:03,PHOEBE,FRIENDS,,,,,,
2_293,2_293_c_03,Give it to me!,0:05,MONICA,FRIENDS,,,,,,
2_293,2_293_u,No,0:02,PHOEBE,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_294,2_294_c_00,How do I look?,0:04,JOEY,FRIENDS,,,,,,
2_294,2_294_u,"Oh, um, I don't care!",0:03,CHANDLER,FRIENDS,1,PRO,Frustration,Neutral,3,7
2_295,2_295_c_00,"Yeah, I talked to you on the phone, I'm the lady that got stuck with the racecar bed.",0:02,MONICA,FRIENDS,,,,,,
2_295,2_295_c_01,"Look, it's like I told you, there's nothing I can do. You signed for it, Monica Velula Geller.",0:1,PERSON,FRIENDS,,,,,,
2_295,2_295_c_02,"All right, Jester man, look we wanna see the king.",0:22,JOEY,FRIENDS,,,,,,
2_295,2_295_u,Nobody sees the king!,0:01,PERSON,FRIENDS,0,NONE,Anger,Anger,4,6
2_297,2_297_c_00,"You and I were, uh",0:02,RACHEL,FRIENDS,,,,,,
2_297,2_297_c_01,doing it on this table,0:04,PHOEBE,FRIENDS,,,,,,
2_297,2_297_c_02,You okay there?,0:09,CHANDLER,FRIENDS,,,,,,
2_297,2_297_c_03,I can't belive you two had sex in her dream.,0:12,ROSS,FRIENDS,,,,,,
2_297,2_297_u,"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",0:09,CHANDLER,FRIENDS,1,PRO,Ridicule,Sadness,4,8
2_299,2_299_c_00,"One ticket to Yemen? Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",0:04,CHANDLER,FRIENDS,,,,,,
2_299,2_299_c_01,"I'm sorry sir, I don't understand.",0:07,PERSON,FRIENDS,,,,,,
2_299,2_299_u,What would you give to a kid if he wanted a ticket to play with?,0:03,CHANDLER,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_3,2_3_c_00,Do you guys have any exta ribbon?,0:01,RACHEL,FRIENDS,,,,,,
2_3,2_3_c_01,"Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.",0:08,CHANDLER,FRIENDS,,,,,,
2_3,2_3_u,And I think my testicles may be in here too,0:02,CHANDLER,FRIENDS,1,PRO,Ridicule,Neutral,1,7
2_30,2_30_c_00,Yeah. He could row like a viking.,0:02,ROSS,FRIENDS,,,,,,
2_30,2_30_c_01,Hi.,0:05,MONICA,FRIENDS,,,,,,
2_30,2_30_u,So how'd it go?,0:01,ROSS,FRIENDS,0,NONE,Sadness,Sadness,4,5
2_300,2_300_c_00,There is nothing wrong with Jake! Okay? He is all man! I'm thinking even more than you.,0:05,PHOEBE,FRIENDS,,,,,,
2_300,2_300_c_01,"Oh yeah, he looked like a real lumberjack in those pink lacys.",0:07,JOEY,FRIENDS,,,,,,
2_300,2_300_c_02,I'm just saying that only a man completely secure with his masculinity could walk around in women's underwear!,0:16,PHOEBE,FRIENDS,,,,,,
2_300,2_300_u,I don't think you could ever do that.,0:03,PHOEBE,FRIENDS,0,NONE,Frustration,Neutral,4,6
2_301,2_301_c_00,Hey! Hey! What are you guys doing up?,0:01,JOEY,FRIENDS,,,,,,
2_301,2_301_c_01,"Oh, we wanted to finish the crossword before we went to bed.",0:03,CHANDLER,FRIENDS,,,,,,
2_301,2_301_u,"Hey, do you know a six-letter word for red?",0:02,CHANDLER,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_302,2_302_c_00,"Pheebs, that's great!",0:01,RACHEL,FRIENDS,,,,,,
2_302,2_302_c_01,"Oh, yay!",0:02,PHOEBE,FRIENDS,,,,,,
2_302,2_302_c_02,"But y'know umm, Rachel doesn't rhyme with draddle.",0:05,RACHEL,FRIENDS,,,,,,
2_302,2_302_u,I know but it's so hard! Nothing rhymes with your stupid name!,0:04,PHOEBE,FRIENDS,0,NONE,Frustration,Frustration,3,7
2_303,2_303_c_00,"Hey Chandler!, come on in we are knitting pot holders.",0:06,JOEY,FRIENDS,,,,,,
2_303,2_303_u,No thanks Josephine!,0:05,CHANDLER,FRIENDS,1,ILL,Disgust,Happiness,4,6
